ingredient_type,yield,year,month,day,operations_commencing_year,num_processing_plants,farm_area,deidentified_location,temp_obs,cloudiness,wind_direction,dew_temp,pressure_sea_level,precipitation,wind_speed
1,149.81799999999996,2016,12,28,0.0,0.0,4294.90569,13,21.7,0.0,0.0,19.4,1019.5,0.0,0.0
0,842.05,2016,5,18,2004.0,0.0,13913.339086,3,5.6,0.0,20.0,3.3,1022.2,0.0,2.1
0,82.69,2016,2,14,1939.0,0.0,3134.454317,6,14.4,2.0,70.0,1.1,1013.7,0.0,1.5
0,1040.6,2016,10,17,0.0,0.0,22066.134754,1,18.9,0.0,240.0,16.7,999.2,0.0,3.1
0,34.47,2016,6,13,1984.0,0.0,2310.962125,4,18.9,6.0,310.0,9.4,1014.9,0.0,7.2
1,761.7669999999998,2016,8,14,0.0,0.0,2907.8639,5,31.1,0.0,260.0,23.3,1014.1,0.0,3.1
1,0.0,2016,10,8,0.0,0.0,1899.308932,1,5.6,4.0,300.0,-1.1,1023.7,0.0,3.6
1,53.3598,2016,6,30,1913.0,0.0,8949.903408,3,16.7,0.0,0.0,12.8,1017.7,0.0,0.0
2,1156.25,2016,12,30,0.0,0.0,12365.3893,1,-3.3,4.0,310.0,-9.4,1019.3,0.0,6.7
0,70.13,2016,9,26,1971.0,0.0,16645.151801,6,31.1,0.0,120.0,8.9,1013.7,0.0,3.1
2,1555.03,2016,10,2,1963.0,0.0,7074.842159,3,19.4,0.0,160.0,14.4,1015.8,0.0,4.6
0,157.66,2016,8,24,2008.0,0.0,9801.731015,6,27.2,4.0,220.0,15.0,1011.4,0.0,2.6
0,0.375,2016,3,25,0.0,5.0,1138.897877,8,17.2,6.0,180.0,16.1,1014.2,0.0,3.6
0,20.2322,2016,6,27,0.0,0.0,820.890908,5,25.0,0.0,240.0,15.0,1018.2,0.0,3.1
3,520.75,2016,12,6,0.0,0.0,5003.75558,5,3.3,0.0,50.0,-1.1,1019.9,0.0,3.1
0,438.0,2016,10,8,0.0,0.0,10799.880847,5,13.9,4.0,350.0,12.8,1020.2,0.0,1.5
1,9.3548,2016,8,13,0.0,0.0,3174.588413,6,37.2,4.0,250.0,16.1,1006.7,0.0,3.1
0,56.03,2016,4,26,0.0,0.0,10219.33,4,28.9,0.0,260.0,12.8,1005.2,0.0,6.7
0,24.55,2016,10,5,0.0,0.0,2862.34143,4,20.6,4.0,50.0,13.3,1026.4,0.0,4.6
0,4.8,2016,4,2,0.0,0.0,747.962053,13,20.6,0.0,280.0,4.4,1024.8,0.0,4.1
1,12.6231,2016,6,19,1912.0,0.0,829.159275,4,30.6,0.0,230.0,12.2,1024.3,0.0,6.7
1,0.0,2016,1,19,1976.0,30.0,48999.922193,2,-11.1,0.0,280.0,-16.0,1015.6,0.0,7.2
0,15.98,2016,1,4,1900.0,0.0,1703.84102,4,1.7,4.0,330.0,-4.4,1015.1,0.0,3.1
0,167.3,2016,6,18,1957.0,0.0,5248.740791,3,28.3,0.0,330.0,8.3,1023.8,0.0,2.6
0,512.12,2016,4,30,2009.0,0.0,51394.86863,6,20.0,0.0,140.0,3.9,1005.6,0.0,5.7
0,3.491,2016,6,23,1919.0,6.0,1737.007391,10,14.0,0.0,300.0,13.0,0.0,0.0,3.6
2,2803.75,2016,11,12,0.0,0.0,18033.494233,1,1.7,0.0,230.0,-3.3,1030.9,0.0,2.1
1,173.65,2016,10,22,0.0,0.0,34376.339672,5,16.7,0.0,310.0,11.1,997.4,0.0,4.6
0,21.475,2016,9,13,1932.0,0.0,1846.540028,3,10.6,0.0,0.0,8.9,1022.1,0.0,0.0
0,116.4,2016,4,5,0.0,0.0,10498.039,7,14.4,0.0,0.0,5.0,1011.0,0.0,0.0
0,67.1,2016,4,5,1942.0,9.0,8078.751977,9,15.0,2.0,300.0,10.0,1024.4,0.0,2.1
0,369.017,2016,1,17,0.0,0.0,37324.058959,7,1.1,0.0,0.0,-4.4,1009.9,0.0,0.0
2,27.45,2016,11,27,0.0,0.0,4140.129292,13,17.2,0.0,100.0,12.8,1022.5,0.0,1.5
1,0.02,2016,4,26,0.0,0.0,3913.910487,7,22.2,0.0,210.0,11.1,1009.6,0.0,2.6
0,894.7,2016,11,25,1995.0,0.0,29946.445923,3,7.2,0.0,350.0,3.9,1021.4,-1.0,1.5
2,146.484,2016,9,28,0.0,0.0,3565.802946,1,10.0,0.0,320.0,7.8,1011.5,-1.0,4.6
0,26.0,2016,9,8,0.0,0.0,4782.925149,13,34.4,0.0,170.0,22.2,1012.9,0.0,4.1
0,61.25,2016,7,16,0.0,6.0,7835.996438,0,32.2,0.0,200.0,-1.7,1004.9,0.0,2.1
0,199.854,2016,8,27,2007.0,0.0,7084.504071,12,27.2,0.0,60.0,22.8,1016.0,0.0,3.6
0,101.45,2016,9,11,1989.0,0.0,10371.226405,6,39.4,2.0,0.0,10.6,1010.2,0.0,0.0
2,12.2,2016,3,5,0.0,0.0,5215.295711,13,25.6,0.0,0.0,11.1,1018.9,0.0,2.6
0,22.23,2016,4,29,1908.0,0.0,1348.858657,4,9.4,0.0,70.0,7.8,1017.0,-1.0,4.1
0,372.603,2016,10,25,0.0,0.0,11042.264774,1,10.6,0.0,120.0,1.1,1026.4,0.0,7.7
3,47.4008,2016,7,11,0.0,0.0,3995.479321,5,26.7,0.0,0.0,15.0,1017.5,0.0,2.1
0,47.0,2016,6,10,0.0,0.0,2379.152927,5,17.2,0.0,310.0,5.0,1016.4,0.0,4.6
0,60.0,2016,4,21,0.0,0.0,3683.511047,13,16.7,2.0,0.0,16.1,1014.5,3.0,0.0
0,103.8,2016,7,13,1945.0,6.0,11200.943098,10,16.0,0.0,340.0,10.0,0.0,0.0,4.6
0,0.7492,2016,10,2,0.0,8.0,499.260722,15,16.4,0.0,310.0,8.2,1017.9,0.0,3.1
0,465.02,2016,11,10,2009.0,0.0,51394.86863,6,28.3,0.0,120.0,-2.2,1014.7,0.0,6.2
0,53.6325,2016,2,17,0.0,0.0,6778.017074,11,1.2,8.0,260.0,1.0,1012.8,0.0,3.0
0,35.8,2016,3,12,1917.0,9.0,15469.650142,9,14.4,0.0,170.0,9.4,1020.1,0.0,8.8
3,70.337,2016,12,10,1966.0,0.0,32129.294811,6,17.2,0.0,270.0,3.9,1019.3,0.0,1.5
1,0.0,2016,12,13,0.0,0.0,7646.102706,1,-17.8,2.0,300.0,-22.2,1023.4,0.0,5.7
0,33.703,2016,12,30,0.0,8.0,3724.016755,15,2.5,0.0,280.0,2.5,1036.0,0.0,1.5
3,0.0,2016,6,20,1968.0,0.0,12244.336691,6,46.7,4.0,190.0,2.8,1004.6,0.0,3.6
0,94.1,2016,10,30,1956.0,11.0,9548.012922,15,11.8,0.0,50.0,10.2,1029.3,0.0,1.0
1,3.9063,2016,7,22,1978.0,0.0,10856.087162,3,31.1,0.0,310.0,20.0,1011.3,0.0,4.6
1,29.9444,2016,8,4,1932.0,0.0,14672.449499,3,23.3,4.0,170.0,16.7,1019.4,0.0,1.5
